remote,exam_total,pid,anid,l01q1,l01q2,l01q3,l01q4,l01q5,l01q6,l01q7,l01q8,l01q9,l01q10,l02q1,l02q2,l02q3,l02q4,l02q5,l02q6,l02q7,l02q8,l02q9,l02q10,l02q11,l02q12,l02q13,l03q1,l03q2,l03q3,l03q4,l03q5,l03q6,l03q7,l03q8,l03q9,l03q10,l04q1,l04q2,l04q3,l04q4,l04q5,l04q6,l04q7,l04q8,l04q9,l04q10,l04q11,l04q12,l04q13,l04q14,l05q1,l05q2,l05q3,l05q4,l05q5,l05q6,l05q7,l05q8,l05q9,l05q10,l06q1,l06q2,l06q3,l06q4,l06q5,l06q6,l06q7,l06q8,l07q1,l07q2,l07q3,l07q4,l07q5,l07q6,l07q7,l07q8,l07q9,l07q10,l07q11,l07q12,l07q13,l07q14,l07q15,l07q16,l07q17,l08q1,l08q2,l08q3,l08q4,l09q1,l09q2,l09q3,l09q4,l09q5,l09q6,l09q7,l09q8,l09q9,l10q1,l10q2,l10q3,l10q4,l10q5,l10q6,l10q7,l10q8,l11q1,l11q2,l11q3,l11q4,l11q5,l11q6,l11q7,l11q8,l12q1,l12q2,l12q3,l12q4,l12q5,l12q6,l12q7,l12q8,l12q9,l12q10,l12q11,l13q1,l13q2,l13q3,l13q4,l13q5,l13q6,l13q7,l14q1,l14q2,l14q3,l14q4,l14q5,l14q6,l14q7,l15q1,l15q2,l15q3,l15q4,l15q5,l15q6,l15q7,l16q1,l16q2,l16q3,l16q4,l16q5,l16q6,l16q7,l16q8,l16q9,l17q1,l17q2,l17q3,l17q4,l17q5,l17q6,l17q7,l17q8,l17q9
#973AE24F,0,A12406139,265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,3,3,3,4,1,3,3,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
#97419046,62.5,A12011436,108,2,2,1,4,3,3,2,3,5,1,1,3,4,1,3,3,4,4,4,3,5,3,1,3,3,4,5,3,4,4,4,1,1,3,4,4,2,3,2,NA,1,4,4,4,4,5,2,1,2,2,4,4,4,4,2,3,2,3,4,3,NA,1,5,2,4,1,2,2,1,4,3,1,1,3,4,4,1,1,1,4,1,1,5,4,2,2,5,5,2,3,2,2,NA,2,4,2,2,1,1,4,4,5,5,3,1,5,3,1,NA,3,3,5,2,3,2,2,2,2,4,NA,3,NA,2,2,1,3,3,5,3,3,2,2,2,2,2,2,1,3,2,2,2,2,1,3,3,5,3,3,1,4,2,2,NA,NA,NA,2,5,3,3,1,2
#974918C6,71,A91047207,63,2,2,3,1,2,2,2,3,5,2,1,3,3,5,1,3,1,4,3,3,2,3,3,4,4,4,5,3,1,4,4,1,2,4,4,4,3,5,1,2,2,2,1,4,4,4,2,1,2,2,1,4,2,4,4,3,1,3,4,1,3,4,3,3,3,1,2,2,1,4,2,2,2,4,2,2,2,2,4,4,3,3,5,4,2,2,4,3,3,3,2,3,2,2,2,1,1,1,1,2,2,4,4,3,3,1,5,2,1,3,5,1,3,3,2,2,1,2,1,4,4,3,NA,NA,NA,NA,NA,NA,NA,1,2,4,4,3,2,3,5,1,2,4,5,2,4,1,1,NA,4,4,2,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
#974FD800,52,A10478773,207,2,NA,1,NA,3,NA,2,3,NA,1,1,4,3,5,5,5,4,NA,3,NA,2,2,1,NA,NA,4,3,NA,1,4,4,1,NA,2,4,4,3,3,5,1,NA,3,2,3,4,3,1,1,2,2,2,4,4,NA,5,5,5,1,1,3,NA,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,NA,1,NA,3,NA,1,1,5,3,1,1,2,2,NA,3,4,3,3,2,2,NA,4,2,1,1,2,4,4,5,5,2,NA,NA,4,4,3,NA,3,2,NA,3,1,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,1,4,3,4,3,3
#9755D210,80,A10889054,56,2,2,4,5,3,NA,2,3,3,2,1,3,3,1,3,3,4,4,3,1,2,2,1,NA,NA,NA,3,3,1,3,3,3,3,2,4,4,3,3,1,1,2,5,2,3,2,3,2,NA,2,NA,4,4,4,4,2,3,1,4,4,4,4,1,1,3,4,5,2,2,1,4,3,1,1,2,1,2,4,2,4,4,1,1,2,2,2,2,1,2,1,3,2,2,2,3,4,2,2,1,1,3,3,3,3,1,3,1,3,2,1,2,5,3,3,NA,2,2,2,2,3,3,3,4,3,2,2,2,1,5,1,2,2,4,4,2,2,2,3,1,1,1,5,3,5,2,5,5,3,3,3,4,3,3,2,4,2,2,4,4,3,2,2
#97C15C0A,76,A12463741,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,1,2,5,4,4,4,4,2,2,1,4,4,4,3,3,2,1,4,2,1,4,4,4,3,3,1,2,2,1,3,4,5,4,2,1,2,2,4,4,4,NA,5,4,5,4,4,3,3,5,5,4,3,1,2,2,1,4,3,1,1,4,3,2,2,2,4,4,1,NA,4,2,1,2,3,5,3,3,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,2,1,2,3,4,3,3,2,2,5,NA,3,3,3,3,5,3,4,3,5,5,5,2,2,4,4,4,2,2,2,3,2,1,2,2,5,1,2,5,3,3,2,2,2,3,4,3,3,1,3,1,1,3,3
#97C1D482,81,A12405090,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,1,5,NA,5,5,3,3,2,2,1,NA,NA,4,3,3,4,3,4,1,NA,NA,4,4,3,3,1,2,2,3,NA,4,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,3,5,5,4,5,NA,NA,NA,1,4,3,1,NA,4,4,4,5,5,5,4,4,1,4,NA,2,2,NA,NA,3,3,2,2,2,4,4,NA,NA,1,1,2,2,4,4,3,3,5,5,1,NA,3,3,NA,3,NA,2,2,2,3,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,2,5,5,5,4,4
#97C44B18,71.5,A91069045,58,2,2,1,1,1,3,5,3,3,1,1,3,3,1,3,3,2,4,3,NA,2,2,1,4,4,4,2,3,2,4,4,1,1,5,4,4,4,2,1,2,5,3,3,4,4,5,2,1,2,2,4,4,4,4,2,3,1,1,1,3,2,2,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,2,2,4,4,3,1,3,4,1,1,5,5,2,3,2,2,2,3,3,2,1,1,1,4,4,3,3,1,1,4,NA,1,1,NA,3,2,3,3,2,2,3,2,3,3,2,4,2,2,2,2,4,4,3,4,2,4,4,1,1,2,1,1,2,4,4,2,5,1,1,4,1,1,2,2,3,3,2,2,4,4,3,3,1,3,3
#97C45300,54,A11911408,218,2,2,1,1,1,1,4,2,2,3,4,3,4,2,2,3,2,2,2,3,2,2,2,4,4,2,4,3,1,5,4,1,1,NA,NA,NA,4,3,1,1,4,4,4,4,3,4,2,1,1,1,2,2,2,2,2,1,2,4,4,4,3,1,1,2,2,NA,NA,1,1,4,4,2,2,3,3,3,4,2,2,1,2,2,NA,NA,NA,NA,3,3,2,2,2,2,2,4,4,1,1,3,3,1,1,2,NA,1,1,1,3,2,2,3,3,3,1,1,NA,2,2,2,NA,1,2,2,2,2,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,4,4,4,2,2,NA,2,2,2,2,NA,3,5,5,1,1,3,3,3,3,3
#97C4D88B,60.5,A12447765,190,2,2,1,1,4,2,2,3,3,2,1,3,3,3,3,3,4,4,3,3,2,2,1,4,4,4,3,3,2,1,3,5,5,2,4,4,3,3,1,1,1,3,3,4,4,4,2,1,2,2,3,4,3,4,2,5,1,1,1,4,1,1,1,2,2,2,2,2,1,4,5,1,1,1,1,1,2,2,2,4,4,4,4,4,2,2,3,3,2,2,4,2,2,3,2,1,1,1,1,1,2,5,3,3,3,5,5,2,2,3,3,1,3,2,2,2,2,2,3,3,4,4,2,2,1,1,1,1,4,1,2,4,4,2,2,2,NA,NA,NA,NA,NA,NA,NA,3,2,3,3,1,1,1,3,3,5,5,1,3,2,1,1,3,3
#97C8A3FC,71.5,A12409763,138,2,2,2,2,4,3,3,3,5,4,2,3,3,4,5,3,5,4,3,3,2,2,1,4,4,4,3,3,2,1,3,3,1,5,4,4,5,3,1,5,2,4,4,4,3,3,2,1,2,2,4,4,4,4,2,4,1,1,1,4,3,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,5,3,2,3,2,2,2,2,NA,1,1,3,1,2,2,4,4,3,1,3,3,2,2,2,3,1,NA,3,2,2,2,2,3,3,3,3,2,2,3,3,4,1,5,NA,NA,NA,NA,NA,NA,NA,2,4,2,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,4,3,1,1,2,4
#97C8E1BE,69,A12463610,125,2,2,1,1,3,3,2,3,3,1,1,4,4,1,3,5,4,4,3,3,2,2,1,3,4,4,3,3,2,4,4,2,5,3,4,4,3,3,1,1,2,4,4,4,3,3,2,1,1,2,4,4,4,4,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,4,5,3,2,3,2,2,2,2,3,1,2,2,1,4,4,4,1,4,3,3,5,2,1,1,2,4,3,2,2,2,1,1,1,1,4,4,3,2,3,3,2,2,4,1,2,4,1,3,3,2,NA,NA,NA,NA,NA,NA,NA,1,1,5,1,1,3,3,3,3,4,3,2,4,3,1,1,3,3
#97C8F6A9,85,A11873737,6,2,2,1,1,3,3,2,3,5,1,1,2,3,1,3,3,4,4,3,3,2,2,3,4,NA,4,3,3,5,4,4,1,1,1,4,4,3,3,1,2,2,2,2,4,3,3,2,1,2,2,4,4,4,4,2,3,5,1,1,3,3,1,1,4,4,1,2,2,1,4,3,1,1,1,2,2,2,2,2,4,2,2,4,4,2,2,5,5,3,3,2,3,2,4,4,3,2,1,1,1,4,5,3,1,3,5,5,2,2,3,3,1,2,2,2,2,4,2,1,1,3,3,2,2,2,2,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
#97C90D53,81.5,A91008991,20,2,2,1,1,3,3,2,1,3,1,1,3,3,1,5,5,5,4,2,4,2,NA,1,4,4,4,3,3,4,4,4,1,1,3,1,4,3,3,1,1,2,3,1,4,3,3,2,1,1,1,4,4,4,4,2,3,5,4,2,4,3,1,5,3,3,3,3,2,1,2,3,1,1,4,2,2,1,2,4,4,1,1,2,4,2,2,3,5,3,3,2,2,2,1,3,2,2,1,1,3,3,4,4,3,3,5,3,1,2,3,3,5,3,3,2,2,2,2,2,2,4,3,3,2,3,3,5,5,5,2,2,4,4,4,4,2,1,1,1,1,1,1,4,1,2,1,1,3,1,4,3,3,3,3,4,4,3,4,3,3,2
#97C94719,52,A12482456,225,2,2,2,1,2,2,2,1,3,2,1,3,3,5,3,3,5,4,3,3,2,2,1,4,4,2,3,3,2,2,3,1,5,5,4,4,3,3,1,4,1,3,3,4,2,4,2,1,2,2,3,4,4,4,2,5,1,2,1,4,1,1,1,1,2,2,2,2,1,4,3,1,1,3,1,1,2,2,2,4,3,4,NA,NA,NA,NA,5,3,2,3,2,2,2,4,4,1,1,2,1,2,2,3,2,1,3,3,3,2,1,4,3,3,3,2,4,2,1,2,2,NA,NA,NA,1,2,3,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,4,4,1,1,5,3
#97D7E1A1,83,A11701803,55,1,2,1,1,4,4,3,3,3,1,1,4,4,5,5,5,4,4,NA,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,4,2,3,1,1,4,3,3,1,3,NA,2,1,3,2,2,4,4,4,2,4,2,4,5,3,3,2,5,2,1,1,1,2,1,2,3,3,2,4,3,2,1,3,1,4,4,4,2,2,2,2,3,3,1,1,1,1,1,1,NA,1,1,1,1,NA,NA,1,1,1,3,1,1,2,2,1,1,NA,4,NA,4,2,3,2,4,1,5,3,1,1,5,1,NA,1,1,1,1,4,4,1,1,1,1,1,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,1,3,1,4,2,2
#97EF2850,60.5,A91033827,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,5,5,3,3,3,3,1,4,4,2,1,3,2,3,3,4,1,NA,3,4,3,3,1,1,4,4,3,5,2,4,2,1,3,3,3,4,4,4,2,4,1,3,3,2,3,3,3,3,2,1,1,2,1,4,3,1,1,4,3,2,1,2,4,2,3,1,5,4,1,2,3,3,3,3,2,3,2,3,2,1,1,2,2,3,3,5,5,1,1,4,5,1,1,1,1,2,4,3,2,2,4,4,3,1,5,3,2,2,2,3,1,4,5,2,2,3,4,2,2,3,NA,1,2,1,4,4,5,2,2,3,1,1,2,4,2,3,3,3,2,2,4,1,1,2,1
#9820A21A,56,A12233895,124,2,2,1,1,3,3,2,3,3,2,1,4,3,1,5,NA,4,4,3,3,2,NA,1,4,NA,4,3,3,1,4,4,2,5,3,4,NA,3,3,1,2,2,3,NA,4,5,5,2,1,2,2,4,4,4,4,2,3,2,1,1,4,4,5,5,4,3,3,2,NA,1,4,3,1,1,4,2,2,2,2,2,4,1,NA,2,2,2,2,5,5,3,NA,2,2,2,1,1,2,2,1,NA,1,1,3,4,3,NA,3,5,2,3,3,NA,1,3,NA,2,2,2,NA,NA,4,3,3,2,2,3,3,1,NA,5,1,2,4,NA,2,2,2,NA,1,1,1,5,5,3,2,2,1,3,NA,4,NA,3,3,3,3,2,4,5,5,5,5,NA
#982A63D1,67.5,A97044534,98,2,2,1,1,3,3,2,3,3,2,1,3,3,1,3,5,4,4,3,3,2,2,5,4,4,4,3,3,1,4,4,1,1,1,4,4,3,3,2,2,2,3,3,4,4,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,4,1,5,4,3,2,2,2,1,4,3,1,1,2,2,2,2,2,3,4,1,1,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,2,5,3,3,1,1,3,3,1,2,3,3,1,2,3,2,2,3,2,1,2,4,4,2,2,1,1,3,1,5,2,2,4,4,3,3,3,2,1,1,1,1,1,4,3,4,5,1,1,4,4,3,3,3,3,4,4,4,3,3,3,4
#982D5FEA,83.5,A11608741,101,2,2,1,1,4,3,2,2,3,2,1,5,3,1,3,3,2,NA,4,3,2,2,1,1,4,4,3,3,2,4,4,1,1,2,4,4,3,3,1,1,2,4,3,4,4,4,2,NA,1,1,4,4,2,4,5,3,5,1,1,3,3,3,1,2,4,2,3,2,1,1,3,4,2,4,1,2,2,2,3,4,1,4,NA,NA,NA,NA,5,5,NA,3,2,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,3,2,2,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,1,5,4,2,2,4,4,2,2,2,NA,1,2,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,3,1,1,4,1
#982F1BAC,67.5,A91135091,89,2,2,1,1,4,3,2,3,5,2,1,4,3,1,3,3,4,4,5,3,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,3,3,1,2,3,2,NA,4,2,5,2,1,2,2,4,4,2,4,2,3,1,4,1,3,3,2,5,4,4,1,3,2,3,5,3,1,3,4,2,2,1,2,3,4,5,2,1,4,1,2,4,4,1,3,2,3,2,3,3,1,1,1,1,1,1,4,4,1,3,5,5,2,NA,1,5,1,2,3,2,2,2,2,1,4,4,3,3,3,2,2,1,1,NA,1,2,4,4,2,2,3,1,1,2,4,5,2,5,1,1,5,1,4,3,4,4,4,3,3,3,NA,4,1,1,5,5
#9831AF06,73,A11835998,122,2,2,1,1,3,3,2,3,3,2,2,3,3,4,5,3,4,5,3,3,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,3,3,2,2,2,2,3,4,5,5,2,1,1,1,2,4,4,4,1,4,2,1,1,3,3,2,1,3,3,1,2,2,1,4,3,1,1,4,1,4,1,5,4,4,3,1,1,2,2,2,2,5,3,3,2,2,2,1,4,1,1,1,1,1,1,4,5,1,1,1,5,2,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,3,1,1,5,4,4,5,3,3,1,4,2,3,3,3,2,2,3,4,4,3,2
#983206AC,60,A12060217,155,2,2,1,1,3,3,2,3,3,2,1,3,3,2,3,5,4,4,3,3,2,2,1,NA,4,4,1,1,1,4,NA,5,5,2,4,4,3,3,1,1,2,3,3,4,3,3,2,1,2,2,2,4,1,4,2,3,1,1,1,4,4,3,5,4,3,3,2,2,1,4,3,4,1,4,2,4,1,5,4,NA,1,1,NA,2,2,2,3,3,NA,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,2,1,3,3,4,5,4,2,2,5,3,4,4,3,3,2,2,2,3,5,5,4,2,2,5,4,5,3,2,2,1,1,1,2,2,2,3,3,3,3,3,3,4,2,3,4,3,4,4,3,4,4,3,5
#98327CD6,79,A12144782,21,2,2,1,1,3,3,3,3,3,1,1,5,3,2,3,3,2,1,3,3,2,NA,3,4,4,4,3,3,3,2,4,1,5,4,2,4,4,NA,3,1,2,2,2,4,5,5,3,1,2,1,3,3,3,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,2,5,4,2,3,2,3,3,2,2,3,1,3,1,5,1,4,4,1,1,5,5,2,2,4,2,1,3,2,2,1,1,1,3,3,4,3,3,2,5,3,5,5,1,5,2,2,5,2,2,2,2,1,4,4,1,3,5,3,5,5,4,2,1,1,3,3,2,2,3,2,3,2,1,5,5
#983B5CFF,48,A12211465,234,2,2,1,1,4,3,2,3,3,1,1,3,3,1,3,3,5,5,3,3,3,2,1,2,4,4,3,3,2,4,4,1,1,3,3,4,3,3,1,2,4,4,5,4,4,4,2,1,3,3,4,4,4,4,2,4,5,1,1,2,3,3,5,1,1,1,3,2,1,4,3,3,1,4,1,2,2,2,4,4,2,2,4,4,1,1,2,3,3,3,2,2,2,3,3,1,1,2,2,4,4,3,3,3,3,3,5,2,2,1,3,1,3,3,2,2,2,2,2,2,1,3,2,2,5,5,1,1,2,1,2,2,4,3,3,2,2,1,1,1,2,3,5,3,3,4,2,2,1,2,2,4,2,3,1,2,3,1,1,3,3
#9883C0DB,82,A12251498,11,2,2,1,1,3,3,1,3,3,2,1,3,3,1,3,3,4,4,3,3,2,2,NA,1,1,2,3,3,1,2,2,2,2,2,NA,2,2,NA,1,1,3,NA,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,3,3,1,1,3,3,2,2,1,1,3,3,3,2,2,2,2,4,4,3,3,3,3,2,2,1,2,1,2,2,4,4,3,3,NA,2,1,1,1,5,5,5,5,5,3,2,2,2,5,2,2,3,3,1,1,3,1,1,5,5
#98F5D9B4,70.5,A12175508,74,2,2,4,1,3,3,2,3,5,2,1,3,3,1,3,3,4,4,NA,3,3,5,1,4,4,4,3,3,4,3,4,1,1,3,4,4,1,3,2,2,2,4,3,4,5,3,NA,1,2,1,4,4,4,4,2,3,1,3,1,2,2,2,3,2,2,1,2,2,1,4,3,1,1,4,1,2,3,5,2,2,5,5,3,4,1,2,4,5,3,3,2,2,2,3,3,1,1,3,3,3,3,4,3,1,3,5,5,2,2,NA,3,1,3,3,4,2,3,3,2,3,4,4,2,2,3,3,1,1,2,2,2,5,5,4,NA,3,2,1,1,1,NA,5,5,4,4,5,1,3,3,1,2,2,2,3,2,2,3,1,1,4,4
#98F89AFA,50,A08979608,232,NA,1,1,NA,5,5,5,3,3,2,NA,1,3,1,1,3,4,1,1,3,2,2,1,NA,NA,NA,NA,NA,4,1,4,3,2,3,1,4,5,3,2,1,1,2,2,4,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,3,2,3,3,1,3,3,2,1,1,2,2,4,4,1,1,5,5,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,4,3,NA,1,4,1,2,NA,3,1,4,4
#98F8ADCD,76,A97420785,23,2,2,2,4,3,2,2,3,3,2,1,3,3,1,3,3,1,1,3,3,2,2,2,2,2,4,3,3,5,4,4,2,2,3,4,4,4,3,4,2,2,3,5,4,1,2,2,1,2,2,NA,NA,2,3,4,3,1,2,2,2,3,3,3,2,2,NA,1,3,1,4,3,1,2,3,2,2,1,1,4,4,2,4,1,4,2,2,1,5,2,3,2,2,2,2,3,3,2,4,4,4,4,3,3,3,3,1,1,2,1,1,1,2,3,2,2,2,4,3,3,3,3,3,2,2,1,1,5,4,4,2,2,2,3,1,1,5,1,1,1,1,5,5,5,1,1,3,1,3,1,4,3,3,4,2,4,4,3,1,3,2,1
#98FA3E5C,62.5,A12683818,97,2,2,1,1,4,3,2,3,3,2,5,5,3,5,3,3,3,3,4,4,2,2,4,5,5,4,3,3,2,4,4,5,1,3,4,4,5,3,1,5,1,1,3,4,3,3,2,1,2,2,4,4,4,4,5,4,2,4,3,3,3,3,1,1,1,3,2,2,1,4,3,4,1,4,3,4,1,5,4,4,2,2,4,2,1,1,3,3,2,3,2,5,2,3,3,3,3,2,5,3,3,3,3,1,1,3,3,2,1,2,2,1,3,2,2,2,2,2,4,4,4,4,3,2,1,1,5,5,2,2,2,4,4,1,1,2,2,1,4,4,2,2,5,3,3,5,4,4,1,3,2,2,3,3,5,2,4,1,1,3,5
#98FABDDF,44.5,A11497555,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,5,3,3,2,4,1,3,2,2,1,NA,NA,4,4,NA,4,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,4,4,4,2,3,1,4,4,1,1,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,4,1,4,2,NA,NA,NA,NA,NA,NA,NA,2,2,5,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
#9934D07D,50.5,A11450728,244,2,2,4,4,3,3,3,3,5,1,1,3,3,1,3,3,2,4,3,3,3,3,3,4,4,4,3,3,NA,3,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,3,4,1,5,2,1,1,1,3,4,3,4,1,3,2,2,3,3,2,2,2,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,3,3,2,NA,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,4,2,5,2,2,3,3,3,2,2,3,3,3,3,2,3,3,3,3,4,4
#99357ED2,62.5,A11378237,168,1,2,2,NA,2,2,3,1,1,NA,1,1,3,1,NA,3,1,1,5,5,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,3,1,2,3,3,2,2,2,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,4,1,2,3,3,2,2,2,2,1,1,1,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,4,4,3,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,5,2,2,1,1,1,2,1,3,1,1,1,1,1,1,1
#9965DE22,46.5,A91087718,198,2,2,3,1,4,4,1,4,3,2,NA,4,5,NA,1,NA,5,4,1,4,3,3,3,5,4,4,3,3,2,4,NA,1,1,5,4,4,5,5,4,2,2,1,3,3,1,4,4,1,3,3,1,4,4,2,1,3,2,3,3,4,4,3,3,4,4,1,2,2,1,4,3,4,1,1,2,4,3,2,2,4,3,1,NA,NA,2,2,2,2,1,3,1,2,2,3,3,1,1,2,1,2,2,5,5,3,3,3,5,2,1,3,2,3,2,2,2,2,1,1,2,3,2,2,3,3,3,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,2,2,5,4,4,3,3,4,1,3,3,3,1,3,5,2,3,1,1,2,4
#997ED93E,68.5,A91146985,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,1,5,NA,3,NA,3,NA,2,2,1,3,4,4,2,1,1,1,4,4,4,5,2,4,3,3,1,1,2,2,2,3,4,3,5,1,2,2,4,5,1,4,2,4,5,3,2,3,3,3,1,3,3,4,3,2,4,4,3,5,4,2,2,2,2,2,NA,NA,NA,NA,4,4,NA,NA,1,3,3,3,2,2,2,2,2,1,1,1,1,1,1,4,4,1,1,5,5,2,1,4,4,1,3,3,2,2,2,3,2,4,3,4,4,2,3,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,3,3,5,1,1,NA,NA,NA,NA,NA,NA,NA,3,5,4,4,5,1,1,5,5
